                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                0.86394,                0.59007,                 1.0164,                0.85709,                0.87881,                0.92899,                0.73156,                0.67349,                0.47051,                0.95406,             0.00013861,             0.00013861,             0.00013861
                     82,                0.83457,                0.58166,                0.98605,                0.85709,                0.87881,                0.92899,                0.73156,                0.67349,                0.47051,                0.95406,             0.00013366,             0.00013366,             0.00013366
                     83,                0.86501,                0.57258,                 1.0122,                0.85709,                0.87881,                0.92899,                0.73156,                0.67349,                0.47051,                0.95406,             0.00012855,             0.00012855,             0.00012855
                     84,                0.77476,                 0.5519,                0.98619,                0.79522,                   0.92,                0.93385,                0.73843,                0.67329,                 0.4732,                0.94851,             0.00012327,             0.00012327,             0.00012327
                     85,                0.82949,                0.59643,                0.99985,                0.79522,                   0.92,                0.93385,                0.73843,                0.67329,                 0.4732,                0.94851,             0.00011783,             0.00011783,             0.00011783
                     86,                0.76217,                0.55584,                0.99485,                0.79522,                   0.92,                0.93385,                0.73843,                0.67329,                 0.4732,                0.94851,             0.00011223,             0.00011223,             0.00011223
                     87,                0.75896,                0.54997,                0.99549,                0.79522,                   0.92,                0.93385,                0.73843,                0.67329,                 0.4732,                0.94851,             0.00010645,             0.00010645,             0.00010645
                     88,                 0.7959,                0.59731,                 1.0234,                0.79636,                   0.92,                0.94425,                0.75203,                0.66997,                 0.4723,                0.94455,             0.00010052,             0.00010052,             0.00010052
                     89,                0.79337,                0.58696,                 1.0352,                0.79636,                   0.92,                0.94425,                0.75203,                0.66997,                 0.4723,                0.94455,             9.4416e-05,             9.4416e-05,             9.4416e-05
                     90,                0.77552,                0.54485,                0.97286,                0.79636,                   0.92,                0.94425,                0.75203,                0.66997,                 0.4723,                0.94455,             8.8149e-05,             8.8149e-05,             8.8149e-05
                     91,                0.82069,                0.60498,                0.97669,                0.79636,                   0.92,                0.94425,                0.75203,                0.66997,                 0.4723,                0.94455,             8.1717e-05,             8.1717e-05,             8.1717e-05
                     92,                0.75906,                0.56955,                0.98301,                 0.7994,                   0.92,                0.94424,                0.74997,                0.66743,                0.46831,                0.94027,             7.5121e-05,             7.5121e-05,             7.5121e-05
                     93,                0.80235,                0.57023,                0.95445,                 0.7994,                   0.92,                0.94424,                0.74997,                0.66743,                0.46831,                0.94027,             6.8359e-05,             6.8359e-05,             6.8359e-05
                     94,                0.75289,                0.58255,                0.98887,                 0.7994,                   0.92,                0.94424,                0.74997,                0.66743,                0.46831,                0.94027,             6.1433e-05,             6.1433e-05,             6.1433e-05
                     95,                0.79745,                0.59924,                0.98022,                 0.7994,                   0.92,                0.94424,                0.74997,                0.66743,                0.46831,                0.94027,             5.4342e-05,             5.4342e-05,             5.4342e-05
                     96,                0.78843,                0.59446,                0.96175,                0.80816,                   0.92,                0.94427,                0.73909,                 0.6679,                0.46647,                0.93592,             4.7085e-05,             4.7085e-05,             4.7085e-05
                     97,                0.86176,                0.61399,                  1.001,                0.80816,                   0.92,                0.94427,                0.73909,                 0.6679,                0.46647,                0.93592,             3.9664e-05,             3.9664e-05,             3.9664e-05
                     98,                0.74679,                0.54462,                0.97027,                0.80816,                   0.92,                0.94427,                0.73909,                 0.6679,                0.46647,                0.93592,             3.2078e-05,             3.2078e-05,             3.2078e-05
                     99,                0.75895,                0.59033,                0.96601,                0.80816,                   0.92,                0.94427,                0.73909,                 0.6679,                0.46647,                0.93592,             2.4327e-05,             2.4327e-05,             2.4327e-05
                    100,                0.74583,                0.54977,                0.93579,                0.81442,                   0.92,                0.94426,                0.75255,                0.66723,                0.46632,                0.93289,             1.6411e-05,             1.6411e-05,             1.6411e-05
